,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
8876,isikkim.com,http://isikkim.com/2012-06-sikkim-landslide-at-tathangchen-poses-threat-to-residents-15-5/,4411,06/14/2012 04:00:00 AM,,"Tathangchen, Gangtok, Sikkim ","The continuous rainfall triggered a landslide on Thursday  morning at 4 am near Kamala Gas agency at Tathangchen, Gangtok.  Though no casualties were reported but the landslide has posed threat to some of the residence. Immediately after the occurrence the ward councilor, Mayor KN Topgay, Deputy Mayor Shakti Singh Chowdhury reached the spot.","Tathangchen, Gangtok, Sikkim ",5km,landslide,downpour,medium,unknown,,,,,,glc,4411.0,India,IN,Sikkim,30700.0,Gangtok,1.57239,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6065,27.339000000000002,2012
8881,The Times of India,http://timesofindia.indiatimes.com/city/dehradun/Landslides-narrow-down-road-to-Kempty-Falls/articleshow/48257236.cms,7296,07/24/2015 12:00:00 AM,,Kempty Road near Kandikhal,"Four days after a massive landslide on Kempty Road, the stretch remains as good as blocked. The landslide occurred near Kandikhal village, destroying gharats (indigenous mills to pound wheat that use large stones which move with the force of the stream) in two villagers.",Kempty Road near Kandikhal,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7296.0,India,IN,Uttarakhand,27611.0,Tehri,13.62832,07/29/2015 06:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3415,30.416,2015
8899,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2463,09/19/2010 12:00:00 AM,,"Theog-Kotkhai-Jubbal road, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Theog-Kotkhai-Jubbal road, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2463.0,India,IN,Himachal Pradesh,1253.0,Kot Khāi,3.05396,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5092,31.1191,2010
8906,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39229&typeid=2,252,09/09/2007 12:00:00 AM,,"Mao in Manipur, Phipema and Chunikhudima in Nagaland","along NH 39, multiple heavy events, blocked traffic significantly","Mao in Manipur, Phipema and Chunikhudima in Nagaland",25km,landslide,rain,medium,unknown,,,,,,glc,252.0,India,IN,Nāgāland,92113.0,Kohima,19.445629999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1192,25.4993,2007
8908,deccanchronicle,http://www.deccanchronicle.com/channels/cities/regions/madurai/landslide-snaps-kodai-plains-259,4033,11/03/2011 12:00:00 AM,,"Palani-Kodaikanal Ghat road, Kodaikanal","Tourist inflow to Kodaikanal, the princess of hill resorts, remains badly hit, thanks to landslips caused by heavy rainfall. Traffic remains closed on three access routes to the hill station - Palani-Kodaikanal Ghat road, Thandikudi-Kodaikanal and Periyakulam-Kodaikanal (via Adukkam) roads for the last couple of days. The Batlagundu-Kodaikanal ghat road is the only route in use to reach the hill town.Even two days after the occurrence of a landslip caused by torrential showers, traffic remains closed on the Palani-Kodaikanal Ghat road, mostly used by heavy vehicles for transporting building materials to the hills and vegetables to the plains, besides tourists from Kerala and the western belt of Tamil Nadu.An official in the state highways department that is undertaking restoration works said it would take a few more days to restore traffic on the 63 km-long vulnerable ghat road which suffered a massive landslip at the same place and period last year disrupting traffic for almost a mont","Palani-Kodaikanal Ghat road, Kodaikanal",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,4033.0,India,IN,Tamil Nadu,35021.0,Kodaikānāl,2.82998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5146,10.2445,2011
8919,english.samaylive,http://english.samaylive.com/regional-news/uttarakhand-news/676488233/rishikesh-badrinath-highway-blocked.html,3578,06/07/2011 09:00:00 AM,,"Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand","Jun 7 (PTI) Rishikesh-Badrinath national highway was blocked today for traffic after a landslide near Sirobgarh in Rudraprayag district of Uttarakhand.Rocks, stones and soil in large quantities came down to the road this morning due to rainfall in the region, official sources said.Nearly 700 vehicles carrying nearly thousands of tourists were stranded on both sides of the highway, they said.Border Roads Organisation is trying to clear the landslide, they said.  -----  Uttarakhand experienced pleasant weather today as rains lashed most of its parts, triggering landslides at a few places in which a boy was seriously injured in Rudraprayag district.The boy, whose identity is yet to be known, was hit by a boulder on Rishikesh-Badrinath national highway at Sirobagad area of Rudraprayag district this afternoon, police said.","Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3578.0,India,IN,Uttarakhand,2571.0,Rudraprayāg,8.70925,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.908,30.2414,2011
8925,ANI News,http://www.aninews.in/videogallery2/40690-landslide-disrupts-039-kedarnath-yatra-039-in-uttarakhand.html,7297,07/28/2015 12:00:00 AM,,Kedarnath Yatra,Landslide caused by heavy rains disrupted pilgrimage to revered Hindu shrine of Kedarnath in Uttarakhand. Thousands of pilgrims who came from far flung areas have been stranded. The Public Works Department was engaged in debris clearance but faced problems due to continuous mudslide in the region.,Kedarnath Yatra,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7297.0,India,IN,Uttarakhand,2000.0,Pīpalkoti,47.19165,07/29/2015 07:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.0758,30.7204,2015
8926,Daily Excelsior,http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/,6842,03/02/2015 12:00:00 AM,,Magarkote,"Muneer Khan told the Excelsior that Jammu-Srinagar National Highway was reopened at around 5 pm this evening after the BRO men and machinery cleared boulders near Panthial and fresh landslides at Hingni, Gangroo and Magarkote.",Magarkote,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,6842.0,India,IN,Kashmir,3278.0,Banihāl,9.6606,03/22/2015 07:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.203,33.3296,2015
8937,Prameyan News 7,http://www.prameyanews7.com/en/jun2016/odisha/26974/Landslide-traps-80-in-Nijabankeswari-Temple-in-Ganjam-Landslide-Nijabankeswari-Temple.htm,7920,06/26/2016 12:00:00 AM,,"Goddess Nijabankeswari Temple, Digapahandi, Ganjam district, Odisha, India","As per information, 80 persons had come to visit Goddess Nijabankeswari Temple in Digapahandi but due to landslide they had remained stuck. With rains lashing since Saturday, the Nijabankeswari Hill, named after the up mounted Goddess suddenly  caved in, blocking the road.  Although there have been no reports of any casualties, rescue operations are on, sources said.  - See more at: http://www.prameyanews7.com/en/jun2016/odisha/26974/Landslide-traps-80-in-Nijabankeswari-Temple-in-Ganjam-Landslide-Nijabankeswari-Temple.htm#sthash.lz47zMQm.dpuf","Goddess Nijabankeswari Temple, Digapahandi, Ganjam district, Odisha, India",1km,landslide,downpour,medium,natural_slope,0.0,0.0,,http://www.prameyanews7.com/images/cache/600x400/crop/images%7Ccms-image-000026753.jpg,,glc,7920.0,India,IN,Odisha,11166.0,Digapahandi,0.88045,06/29/2016 06:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.5699,19.3805,2016
8977,onmanorama,http://english.manoramaonline.com/news/just-in/cloudburst-strikes-jk-15-killed-as-unabated-rains-lash-north.html,7157,07/10/2015 12:00:00 AM,,Pahalgam,"At least 17 persons were killed in incessant rains that swept across vast swathes of North India on Sunday triggering landslides and damaging houses in Jammu and Kashmir, Himachal Pradesh, Uttarakhand and UP",Pahalgam,5km,landslide,continuous_rain,medium,unknown,2.0,0.0,,,,glc,7157.0,India,IN,Kashmir,7750.0,Pahalgām,2.92433,07/13/2015 01:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.3156,34.0404,2015
8978,Hindustan Times,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,7384,08/01/2015 12:00:00 AM,,"Wayang, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Wayang, Khengjoi",5km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,7384.0,India,IN,Manipur,44540.0,Mawlaik,44.98236,12/14/2015 08:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0906,23.9278,2015
9016,himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,2046,07/07/2010 12:00:00 AM,,"near Rohtang Pass, Manali-Keylong rd, Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. ","near Rohtang Pass, Manali-Keylong rd, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2046.0,India,IN,Himachal Pradesh,8341.0,Manāli,14.66456,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.2498,32.3733,2010
9024,dnaindia,http://www.dnaindia.com/mumbai/report_landslide-in-mumbra-kills-seven_1425954,2280,08/19/2010 06:00:00 PM,,"Eknath(?) Chawl, Sainic Nagar(?), below Mumbra Hill, Mumbra, near Mumbai, Maharashtra","A landslide caused due to the incessant downpour claimed seven lives in Mumbra on Thursday evening. It is the second major landslide in Mumbra after 2005, in which five persons including three children died. The landslide took place at Sainik Nagar below Mumbra Hill at 4.30pm on Thursday. A huge portion of the hill collapsed on Eknath Chawl because of the rains. Two rooms of the ground plus one storey structure of the chawl got completely buried under debris before two families staying in those rooms could vacate it.  Local residents immediately started rescue work but ambulance and fire brigade could not reach the spot due to the hilly topography of the area. Intermittent showers also disrupted rescue work. After one and half hour, people could be rescued from debris, but six persons had died by the time.  Deceased were identified as Rima Patel, 30, Raj Patel, 5, Amit Patel, 9, Shantidevi Yadav, 30, Umesh Yadav, 34, Seema Patel, 10, and Madhuri Yadav, 8. Among the injured were Rakesh ","Eknath(?) Chawl, Sainic Nagar(?), below Mumbra Hill, Mumbra, near Mumbai, Maharashtra",1km,landslide,downpour,medium,unknown,6.0,,,,,glc,2280.0,India,IN,Maharashtra,100000.0,Airoli,4.97076,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.0114,19.1935,2010
9043,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,4384,06/03/2012 12:00:00 AM,,"between Haflong and  Bagetar, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Haflong and  Bagetar, Assam",5km,landslide,downpour,medium,unknown,,,,,,glc,4384.0,India,IN,Assam,39982.0,Hāflong,1.50142,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.0123,25.1775,2012
9055,India Today,http://indiatoday.intoday.in/story/flood-scare-hits-mandi/1/382340.html,6337,09/09/2014 11:00:00 PM,,Uhl river in Kamand area,"A 500-metre lake formed after a massive landslide on Uhl river in Kamand area of Mandi district of Himachal Pradesh has caused a flood scare in the area. According to the district administration, the landslide occurred on Tuesday night on Kamand-Riyagdi Road, 15 km from district headquarters, on Uhl river which is a tributary of river Beas. The debris fell inside and blocked the river.",Uhl river in Kamand area,5km,landslide,unknown,large,above_river,0.0,0.0,,,,glc,6337.0,India,IN,Himachal Pradesh,28217.0,Mandi,8.78378,11/04/2014 04:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9832,31.7766,2014
9070,Economic Times,http://articles.economictimes.indiatimes.com/2015-03-29/news/60602941_1_fresh-floods-water-level-heavy-rainfall,6925,03/28/2015 12:00:00 AM,,Srinagar-Jammu national highway,"The rainfall has also forced closure of Srinagar-Jammu national highway due to landslides at some places, an official of the Traffic Department said.",Srinagar-Jammu national highway,unknown,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,6925.0,India,IN,Kashmir,1242.0,Kūd,7.40215,05/22/2015 09:08:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2405,33.0186,2015
9074,The Times of India,http://timesofindia.indiatimes.com/city/kolkata/Landslide-halts-joy-ride-in-Darjeeling/articleshow/47887813.cms,7033,06/29/2015 12:00:00 AM,,NH-55 at Merry Villa,"We had to stop the service because debris have blocked the track at Merry Villa - S Sekhar. At present, all vehicles are waiting in a single file to enter and leave Darjeeling town. ""Boulders are still blocking most of the road space."" - Santosh Tamang",NH-55 at Merry Villa,1km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,7033.0,India,IN,West Bengal,123797.0,Dārjiling,2.67215,07/01/2015 06:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2478,27.0161,2015
9082,www.deccanchronicle.com,http://www.deccanchronicle.com/130807/news-current-affairs/article/athirapilly-falls-closed-tourists,5294,08/07/2013 12:00:00 AM,,Ambalappara In Thrissur,"Earlier, the inter-state Athirapilly - Pollachi route via Vazhachal and Malakkapara was closed to traffic due to landslide triggered by rains at Ambalappara  in Thrissur. ",Ambalappara In Thrissur,25km,landslide,monsoon,medium,unknown,,,,,,glc,5294.0,India,IN,Kerala,25436.0,Kuttampuzha,17.191979999999997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7604,10.3031,2013
9099,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,4383,06/03/2012 12:00:00 AM,,"between Maibang and Daotohaja, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Maibang and Daotohaja, Assam",5km,landslide,downpour,medium,unknown,,,,,,glc,4383.0,India,IN,Assam,8364.0,Maibong,1.2642200000000001,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.1265,25.3056,2012
9126,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-09-05/goa/30115561_1_landslide-ghat-section-travel-agency,3963,09/04/2011 12:30:00 AM,,"Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)","A second landslide in a section of the Kashedi ghat in Raigad district has again disrupted traffic on the Goa-Mumbai highway on Sunday. Earlier, another landslide was cleared by mid-morning.","Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)",5km,landslide,rain,small,above_road,0.0,,,,,glc,3963.0,India,IN,Maharashtra,26665.0,Mahād,17.08775,01/08/2016 11:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.4361,17.9031,2011
9128,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/ghat-road-leading-to-temple-closed-following-landslip/article7831586.ece,8892,10/31/2015 12:00:00 AM,,Arthanareeswarar Temple,"Downpour for about three hours on Saturday evening led to landslip, the second in the last four days, on the ghat road leading to Arthanareeswarar Temple situated atop a hillock in the town in the early hours of Sunday.  Due to sharp showers, landslip was reported near the fourth bend on Thursday. This led to closure of road for traffic and the district administration launched restoration works instantly.  Heavy rainfall lashed Tiruchengode town and the surrounding areas again on Saturday evening. Landslip took place again on Sunday morning, this time near the first bend.  On receiving information, V. Dakshinamoorthy, Collector, rushed to the spot and inspected the entire stretch of the damaged road walking for about a km.        Mahatma, Revenue Divisional Officer, Tiruchengode; Pon Saraswathi, Chairperson, Tiruchengode Municipality, and PWD and HR and CE officials accompanied the Collector.  The Collector said that the Government had sanctioned Rs. 21 lakh for the road restoration wo",Arthanareeswarar Temple,exact,landslide,downpour,small,above_road,0.0,0.0,,,,glc,8892.0,India,IN,Tamil Nadu,87123.0,Tiruchengode,0.82855,07/11/2016 04:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.8987,11.374,2015
9132,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/jk-highway-witnesses-closure-traffic-jam-due-to-landslide/990081.html,4335,04/24/2012 12:00:00 AM,,"Srinagar-Jammu Highway, Ramban, jammu","The 300-km Jammu-Srinagar National Highway today witnessed heavy traffic jams due to closure of the highway following landslides triggered by heavy rains in Ramban district of Jammu and Kashmir. There were two landslides in Seeri area on the highway in Ramban district resulting in closure of the highway for several hours today, officials said. Due to closure of the highway, heavy traffic jams for several hours were witnessed all along the road in Ramban-Udhampur section due to stranded traffic, they said. The men and machines of Border Roads Organisation (BRO) cleared the landslides around 1630 hours, they said, adding, the traffic was restored on the highway but there is heavy traffic jam in view of the slow movement of the traffic.","Srinagar-Jammu Highway, Ramban, jammu",5km,landslide,downpour,medium,unknown,,,,,,glc,4335.0,India,IN,Kashmir,7317.0,Rāmban,0.13125,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2381,33.2413,2012
9133,goacom,http://www.goacom.com/joel/news/2008/jun/07jun08.htm,571,06/06/2008 12:00:00 AM,,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",Unsure about specifics of landslide events,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",50km,landslide,rain,medium,unknown,,,,,,glc,571.0,India,IN,Goa,7787.0,Chicalim,0.8054600000000001,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.8377,15.3925,2008
9138,ANI News,http://www.aninews.in/newsdetail2/story183162/fresh-landslide-reported-in-j-k.html,6338,09/11/2014 12:00:00 AM,,Ramban district,"A fresh landslide was reported in Ramban district of Jammu and Kashmir on Thursday, adding to the woes of people of the state",Ramban district,50km,landslide,unknown,small,unknown,0.0,0.0,,http://www.aninews.in/contentimages/detail/landslide13.jpg,,glc,6338.0,India,IN,Kashmir,7317.0,Rāmban,3.26845,11/04/2014 06:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2138,33.2611,2014
9146,E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7375,08/01/2015 12:00:00 AM,,Ukhrul NH 201-Jessami road,"The landslides occurred at three places between Ukhrul to Nungbi Village, following which a team of RKL inspected the sites today.",Ukhrul NH 201-Jessami road,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7375.0,India,IN,Manipur,15118.0,Phek,52.605090000000004,11/21/2015 02:02:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4481,25.1941,2015
9148,www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5280,08/05/2013 08:00:00 AM,,"Thadiyambadu Near Painavu, Kerala","At Thadiyambadu near Painavu, two sisters, Josma (16) and Josmy (13), died when mud slipped from a hillock onto their house early on Monday morning. The two were fast asleep in their room. They were students of St George High School, Vazhathope. Their parents, Joseph and Beena, escaped with minor injuries.","Thadiyambadu Near Painavu, Kerala",1km,landslide,monsoon,medium,unknown,2.0,2.0,,,,glc,5280.0,India,IN,Kerala,11248.0,Idukki,3.2126,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9683,9.879,2013
9152,www.indiaglitz.com,http://www.indiaglitz.com/channels/hindi/article/99743.html,5636,11/13/2013 11:00:00 PM,,Maharashtra,"Train services between Kanyakumari and Thiru_va__nanthapuram were cancelled following a landslide on the track at Nemom on Wednesday. The landslide, caused by heavy rain last night, was said to have partially covered the railway track. According to southern railway sources, Mumbai-bound Island express from Kanyakumari, Kan_yaku_mari-Thiruvana_ntha_puram passenger train, the Nagercoil-Man_galore Parasuram express and Nagercoil-Kochuvelly passenger train were cancelled on Wednesday. The Chennai-Guruvayoor express was stopped at Nagercoil due to the landslide. Ferry ervices to Vivek_ananda rock and Thiruvalluvar rock in Kanyakumari were also suspended on Wednesday due to rough seas. Due to continuous rain in the catchment areas, Pechi_parai dam registered an inflow of 382 cusecs, while Perunchani dam in the district received an inflow of 174 cusecs, according to PWD sources.",Maharashtra,unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,5636.0,India,IN,Maharashtra,64460.0,Khopoli,2.94165,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.36399999999999,18.7654,2013
9153,hindu,http://www.hindu.com/2010/11/24/stories/2010112450790100.htm,2729,11/16/2010 12:00:00 AM,,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",The Highways Department had earlier closed traffic on Palani-Kodaikanal ghat road after a massive landslide near Saverikadu village recently. It has started the construction of a permanent structure to prevent further landslides in this village.,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2729.0,India,IN,Tamil Nadu,35021.0,Kodaikānāl,9.71213,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5277,10.3184,2010
9162,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3110/oth05,2163,07/29/2010 12:00:00 AM,,"Maram area in Senapati district, National Highway 39",Manipur’s National Highway 39 has been cut off from the rest of the region after a heavy landslide at Maram area in Senapati district. The Imphal-Mao section of the NH-39 has been cut off due to landslide at Maram bazaar following heavy rainfall in the last few days. The landslide took place on Thursday cutting off the road totally leaving many vehicles stranded on both sides of the stretch.,"Maram area in Senapati district, National Highway 39",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2163.0,India,IN,Nāgāland,92113.0,Kohima,28.26285,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1054,25.4196,2010
9164,Ani News,http://www.aninews.in/videogallery9/38760-landslide-hits-toy-train-services-in-west-bengal.html,6967,06/13/2015 06:30:00 AM,,"Darjeeling Heritage Railway, Darjeeling",Massive landslide in West Bengal hit toy train service...Boulders and debris fell on the rail tracks caused by incessant rain followed by the landslide.,"Darjeeling Heritage Railway, Darjeeling",1km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,6967.0,India,IN,West Bengal,123797.0,Dārjiling,2.65817,06/25/2015 07:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2476,27.0165,2015
9169,Sahil Online,http://www.sahilonline.org/newsDetails.php?cid=1&nid=35144,7238,07/19/2015 12:00:00 AM,,Talakebail in Vajralli gram panchayat in Yellapur,Yellapur: A landslip occurred at Talakebail in Vajralli gram panchayat in Yellapur taluk following the recent rain.   Residents are worried that it could affect a power transformer near the State highway between Bare and Chinnapur villages.,Talakebail in Vajralli gram panchayat in Yellapur,5km,landslide,continuous_rain,small,unknown,0.0,0.0,,,,glc,7238.0,India,IN,Karnataka,19343.0,Yellāpur,15.870220000000002,07/20/2015 06:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.5828,14.8937,2015
9182,thenewsofindia,,3932,08/18/2011 12:00:00 AM,, Botsa  and Chiechama,affected area is the NH-61 between Botsa and Chiechama (34 Kms from Kohima) where a stretch of 500 feet has been affected by landslides., Botsa  and Chiechama,exact,landslide,monsoon,medium,unknown,0.0,,,,,glc,3932.0,India,IN,Nāgāland,92113.0,Kohima,17.31317,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.13,25.83,2011
9191,NDTV,http://www.ndtv.com/india-news/rescue-teams-roped-in-as-heavy-rains-lash-rajasthan-1201452,7302,07/28/2015 12:00:00 AM,,Mount Abu,"The popular tourist spot of Mount Abu saw a minor landslide, while pilgrims were stranded at the Baneshwar dham in Dungarpur.",Mount Abu,5km,landslide,continuous_rain,small,unknown,0.0,0.0,,,,glc,7302.0,India,IN,Rajasthan,24981.0,Ābu,1.33686,07/31/2015 03:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.7308,24.5938,2015
9192,NDTV,http://www.ndtv.com/india-news/no-respite-from-rain-in-uttarakhand-landslides-continue-1200268,7270,07/24/2015 12:00:00 AM,,Pithoragarh,"Incessant rainfall in all six hilly districts of Uttarakhand has brought life to a standstill with no signs of relief, according to the Meteorological Department.  A landslide in Pithoragarh brought down an entire house, crushing four cars and a motorcycle this morning, a police officer said.  No one was hurt, but the fact that it took place next to a school puts the school building in danger, he added.",Pithoragarh,5km,landslide,continuous_rain,small,unknown,0.0,0.0,,,,glc,7270.0,India,IN,Uttarakhand,47571.0,Pithorāgarh,0.9363299999999999,07/24/2015 08:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2186,29.5863,2015
9199,beacononline.wordpress,http://beacononline.wordpress.com/2009/08/17/darjeeling-hills-landslides-kill-6-in-hills-darjeeling-cut-off-for-nine-hours/,1093,08/16/2009 12:00:00 AM,,"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling","Jay Kumar Rai (26) was buried under his house at Phagutar near Mahanadi, 12km from Kurseong.","Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,1093.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21656999999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3195318,26.88211522,2009
